motionName,info
PVPA8_giant,"[{'action': 'PVPA8_dummy', 'frame': '12', 'delay': '360'}]"
PVPA8_destroy,"[{'action': 'PVPA8_dummy', 'frame': '13', 'delay': '90'}, {'action': 'PVPA8_dummy', 'frame': '14', 'delay': '90'}, {'action': 'PVPA8_dummy', 'frame': '15', 'delay': '90'}, {'action': 'PVPA8_dummy', 'frame': '16', 'delay': '90'}, {'action': 'PVPA8_dummy', 'frame': '17', 'delay': '90'}, {'action': 'PVPA8_dummy', 'frame': '18', 'delay': '90'}, {'action': 'PVPA8_dummy', 'frame': '19', 'delay': '90'}, {'action': 'PVPA8_dummy', 'frame': '20', 'delay': '90'}, {'action': 'PVPA8_dummy', 'frame': '21', 'delay': '90'}, {'action': 'PVPA8_dummy', 'frame': '22', 'delay': '90'}, {'action': 'PVPA8_dummy', 'frame': '23', 'delay': '90'}, {'action': 'PVPA8_dummy', 'frame': '24', 'delay': '90'}]"
PVPA9_stand,"[{'delay': '180'}, {'delay': '180'}, {'delay': '180'}, {'delay': '180'}, {'delay': '180'}, {'delay': '180'}]"
PVPA9_walk,"[{'delay': '180'}, {'delay': '180'}, {'delay': '180'}, {'delay': '180'}, {'delay': '180'}, {'delay': '180'}]"
PVPA9_rope,"[{'delay': '250'}, {'delay': '250'}]"
PVPA9_proneStab,"[{}, {}]"
PVPA9_prone,[{}]
PVPA9_jump,[{'delay': '200'}]
PVPA9_die,"[{'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '1000'}, {'delay': '210'}, {'delay': '210'}, {'delay': '210'}, {'delay': '210'}, {'delay': '210'}, {'delay': '210'}, {'delay': '180'}, {'delay': '180'}, {'delay': '180'}, {'delay': '180'}]"
PVPA9_dummy,"[{}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {'delay': '180'}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}]"
PVPA9_attack,"[{'action': 'PVPA9_dummy', 'frame': '26', 'delay': '30'}, {'action': 'PVPA9_dummy', 'frame': '27', 'delay': '30'}, {'action': 'PVPA9_dummy', 'frame': '28', 'delay': '30'}]"
PVPA9_attack1,"[{'action': 'PVPA9_dummy', 'frame': '29', 'delay': '30'}, {'action': 'PVPA9_dummy', 'frame': '30', 'delay': '30'}, {'action': 'PVPA9_dummy', 'frame': '31', 'delay': '30'}]"
PVPA9_gustWind,"[{'action': 'PVPA9_dummy', 'frame': '32', 'delay': '120'}, {'action': 'PVPA9_dummy', 'frame': '33', 'delay': '120'}, {'action': 'PVPA9_dummy', 'frame': '34', 'delay': '120'}, {'action': 'PVPA9_dummy', 'frame': '35', 'delay': '120'}]"
PVPA9_buff,"[{'action': 'PVPA9_dummy', 'frame': '0', 'delay': '60'}, {'action': 'PVPA9_dummy', 'frame': '1', 'delay': '90'}, {'action': 'PVPA9_dummy', 'frame': '2', 'delay': '90'}, {'action': 'PVPA9_dummy', 'frame': '3', 'delay': '90'}, {'action': 'PVPA9_dummy', 'frame': '4', 'delay': '90'}, {'action': 'PVPA9_dummy', 'frame': '5', 'delay': '60'}]"
PVPA9_chargeSword,"[{'action': 'PVPA9_dummy', 'frame': '6', 'delay': '90'}, {'action': 'PVPA9_dummy', 'frame': '7', 'delay': '90'}, {'action': 'PVPA9_dummy', 'frame': '8', 'delay': '90'}, {'action': 'PVPA9_dummy', 'frame': '9', 'delay': '90'}, {'action': 'PVPA9_dummy', 'frame': '10', 'delay': '390'}, {'action': 'PVPA9_dummy', 'frame': '11', 'delay': '60'}, {'action': 'PVPA9_dummy', 'frame': '12', 'delay': '60'}, {'action': 'PVPA9_dummy', 'frame': '13', 'delay': '60'}, {'action': 'PVPA9_dummy', 'frame': '14', 'delay': '60'}, {'action': 'PVPA9_dummy', 'frame': '15', 'delay': '60'}, {'action': 'PVPA9_dummy', 'frame': '16', 'delay': '60'}, {'action': 'PVPA9_dummy', 'frame': '17', 'delay': '60'}, {'action': 'PVPA9_dummy', 'frame': '18', 'delay': '60'}, {'action': 'PVPA9_dummy', 'frame': '19', 'delay': '60'}, {'action': 'PVPA9_dummy', 'frame': '20', 'delay': '60'}, {'action': 'PVPA9_dummy', 'frame': '21', 'delay': '60'}, {'action': 'PVPA9_dummy', 'frame': '22', 'delay': '60'}, {'action': 'PVPA9_dummy', 'frame': '23', 'delay': '60'}, {'action': 'PVPA9_dummy', 'frame': '24', 'delay': '60'}, {'action': 'PVPA9_dummy', 'frame': '25', 'delay': '90'}]"
PVPA9_avalanche,"[{'action': 'PVPA9_dummy', 'frame': '36', 'delay': '60'}, {'action': 'PVPA9_dummy', 'frame': '37', 'delay': '60'}, {'action': 'PVPA9_dummy', 'frame': '38', 'delay': '60'}, {'action': 'PVPA9_dummy', 'frame': '39', 'delay': '60'}, {'action': 'PVPA9_dummy', 'frame': '40', 'delay': '60'}, {'action': 'PVPA9_dummy', 'frame': '41', 'delay': '60'}, {'action': 'PVPA9_dummy', 'frame': '42', 'delay': '60'}, {'action': 'PVPA9_dummy', 'frame': '43', 'delay': '60'}, {'action': 'PVPA9_dummy', 'frame': '44', 'delay': '60'}, {'action': 'PVPA9_dummy', 'frame': '45', 'delay': '120'}, {'action': 'PVPA9_dummy', 'frame': '46', 'delay': '60'}, {'action': 'PVPA9_dummy', 'frame': '47', 'delay': '90'}, {'action': 'PVPA9_dummy', 'frame': '48', 'delay': '90'}, {'action': 'PVPA9_dummy', 'frame': '49', 'delay': '90'}, {'action': 'PVPA9_dummy', 'frame': '50', 'delay': '90'}, {'action': 'PVPA9_dummy', 'frame': '51', 'delay': '90'}, {'action': 'PVPA9_dummy', 'frame': '52', 'delay': '1100'}]"
PVPA10_stand,"[{'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}]"
PVPA10_walk,"[{'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}]"
PVPA10_rope,"[{'delay': '250'}, {'delay': '250'}]"
PVPA10_prone,[{}]
PVPA10_proneStab,"[{}, {}]"
PVPA10_die,"[{'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '120'}, {'delay': '120'}]"
PVPA10_jump,[{'delay': '200'}]
PVPA10_fly,"[{'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}]"
PVPA10_attackCharge_stand,[{'delay': '120'}]
PVPA10_flyingCharge,"[{'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}]"
PVPA10_leafSensation,"[{'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '120'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}]"
PVPA10_wongkiOK,"[{'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}]"
PVPA10_wongkiOK2,"[{'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}]"
PVPA10_attack1,"[{'delay': '90'}, {'delay': '90'}, {'delay': '90'}]"
PVPA10_awesomeFairy,"[{'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}]"
PVPA11_stand,"[{'delay': '150'}, {'delay': '150'}, {'delay': '150'}, {'delay': '150'}]"
PVPA11_walk,"[{'delay': '150'}, {'delay': '150'}, {'delay': '150'}, {'delay': '150'}]"
PVPA11_rope,"[{'delay': '250'}, {'delay': '250'}]"
PVPA11_proneStab,"[{}, {}]"
PVPA11_prone,[{}]
PVPA11_jump,[{'delay': '200'}]
PVPA11_die,"[{'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}]"
PVPA11_attack,"[{'delay': '30'}, {'delay': '30'}, {'delay': '30'}]"
PVPA11_quickEvasion,"[{'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}]"
PVPA11_bitePuppy,"[{'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}]"
PVPA11_courtshipDance,"[{'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}]"
PVPA11_fireworksFinale,[{'delay': '90'}]
PVPA12_stand,"[{'delay': '150'}, {'delay': '150'}, {'delay': '150'}, {'delay': '150'}, {'delay': '150'}, {'delay': '150'}]"
PVPA12_walk,"[{'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}]"
PVPA12_rope,"[{'delay': '250'}, {'delay': '250'}]"
PVPA12_proneStab,"[{}, {}]"
PVPA12_prone,[{}]
PVPA12_jump,[{'delay': '200'}]
PVPA12_die,"[{'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}]"
PVPA12_attack,"[{'delay': '30'}, {'delay': '30'}, {'delay': '30'}, {'delay': '30'}, {'delay': '30'}, {'delay': '30'}, {'delay': '30'}, {'delay': '30'}]"
PVPA12_quickEvasion,"[{'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}]"
PVPA12_bowgunRampage,"[{'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}]"
PVPA12_getlingBowgan,"[{'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {}]"
PVPA12_getlingBowganloof,"[{'delay': '30'}, {'delay': '30'}, {'delay': '30'}, {'delay': '30'}, {'delay': '30'}, {'delay': '30'}]"
PVPA12_getlingBowganend,"[{'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}]"
PVPA12_fireworksFinale,[{'delay': '90'}]
OpenTheBox,"[{'action': 'alert', 'frame': '1', 'delay': '-60'}, {'action': 'swingO2', 'frame': '1', 'delay': '90'}, {'action': 'swingT3', 'frame': '2', 'delay': '240'}]"
mangchi,"[{'action': 'alert', 'frame': '2', 'delay': '-90'}, {'action': 'swingT1', 'frame': '0', 'delay': '-90'}, {'action': 'swingT1', 'frame': '1', 'delay': '90'}, {'action': 'stabO2', 'frame': '1', 'delay': '240'}]"
PBwalk1,"[{'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '180'}]"
PBwalk2,"[{'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '180'}]"
PBstand1,"[{'delay': '180'}, {'delay': '180'}, {'delay': '180'}, {'delay': '180'}, {'delay': '180'}, {'delay': '180'}, {'delay': '180'}, {'delay': '180'}, {'delay': '180'}, {'delay': '180'}]"
PBstand2,"[{'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}]"
PBstand3,"[{'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}]"
PBstand4,"[{'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}]"
PBstand5,"[{'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}]"
PBstand6,"[{'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}]"
PBstand7,"[{'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}]"
PBstand8,"[{'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}]"
PBstand9,"[{'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}]"
PBstand10,"[{'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}]"
PBstand11,"[{'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}]"
PBstand12,"[{'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}]"
PBalert,"[{'delay': '150'}, {'delay': '150'}, {'delay': '150'}, {'delay': '150'}]"
PBswingO1,"[{'delay': '300'}, {'delay': '150'}, {'delay': '350'}]"
PBswingO2,"[{'delay': '300'}, {'delay': '150'}, {'delay': '350'}]"
PBswingO3,"[{'delay': '300'}, {'delay': '150'}, {'delay': '350'}]"
PBswingOF,"[{'delay': '200'}, {'delay': '100'}, {'delay': '100'}, {'delay': '300'}]"
PBswingT1,"[{'delay': '300'}, {'delay': '150'}, {'delay': '350'}]"
PBswingT2,"[{'delay': '300'}, {'delay': '150'}, {'delay': '350'}]"
PBswingT2Giant,"[{'delay': '-120'}, {'delay': '-120'}, {'delay': '240'}, {'delay': '180'}, {'delay': '240'}]"
PBswingT3,"[{'delay': '300'}, {'delay': '150'}, {'delay': '350'}]"
PBswingTF,"[{'delay': '200'}, {'delay': '150'}, {'delay': '150'}, {'delay': '200'}]"
PBswingP1,"[{'delay': '300'}, {'delay': '150'}, {'delay': '350'}]"
PBswingP2,"[{'delay': '300'}, {'delay': '150'}, {'delay': '350'}]"
PBswingPF,"[{'delay': '100'}, {'delay': '200'}, {'delay': '200'}, {'delay': '200'}]"
PBstabO1,"[{'delay': '350'}, {'delay': '450'}]"
PBstabO2,"[{'delay': '350'}, {'delay': '450'}]"
PBstabOF,"[{'delay': '250'}, {'delay': '150'}, {'delay': '300'}]"
PBstabT1,"[{'delay': '300'}, {'delay': '100'}, {'delay': '350'}]"
PBstabT2,"[{'delay': '300'}, {'delay': '100'}, {'delay': '350'}]"
PBstabTF,"[{'delay': '100'}, {'delay': '200'}, {'delay': '200'}, {'delay': '200'}]"
PBshoot1,"[{'delay': '300'}, {'delay': '150'}, {'delay': '350'}]"
PBshoot2,"[{'delay': '160'}, {'delay': '160'}, {'delay': '250'}, {'delay': '100'}, {'delay': '150'}]"
PBshootF,"[{'delay': '300'}, {'delay': '150'}, {'delay': '350'}]"
PBproneStab,"[{'delay': '300'}, {'delay': '400'}]"
PBprone,[{}]
PBheal,"[{'delay': '300'}, {'delay': '150'}, {'delay': '350'}]"
PBfly,"[{'delay': '300'}, {'delay': '300'}]"
PBflySkill,"[{'delay': '-150'}, {'delay': '-210'}]"
PBjump,[{'delay': '200'}]
PBsit,[{}]
PBladder,"[{'delay': '250'}, {'delay': '250'}]"
PBrope,"[{'delay': '250'}, {'delay': '250'}]"
PBladder2,"[{'delay': '300'}, {'delay': '300'}]"
PBrope2,"[{'delay': '300'}, {'delay': '300'}]"
PBdead,"[{'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {}]"
PBblink,[{'delay': '30'}]
PBdead2,"[{'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}]"
PBdarkTornado_pre,"[{'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}]"
PBdarkTornado,"[{'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}]"
PBdarkTornado_after,"[{'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}]"
PBAttack1,"[{'delay': '-120'}, {'delay': '-180'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}]"
PBAttack2A,"[{'delay': '-180'}, {'delay': '150'}, {'delay': '150'}, {'delay': '180'}]"
PBAttack2B,"[{'delay': '-180'}, {'delay': '150'}, {'delay': '150'}, {'delay': '180'}]"
PBAttack3A,"[{'delay': '-180'}, {'delay': '150'}, {'delay': '150'}, {'delay': '180'}]"
PBAttack3B,"[{'delay': '-180'}, {'delay': '150'}, {'delay': '150'}, {'delay': '180'}]"
PBAttack4A,"[{'delay': '-150'}, {'delay': '-150'}, {'delay': '-150'}, {'delay': '180'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}]"
PBAttack4B,"[{'delay': '-150'}, {'delay': '-150'}, {'delay': '-150'}, {'delay': '180'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}]"
PBUmbrella,"[{'delay': '120'}, {'delay': '120'}, {'delay': '120'}]"
PBUmbrella_loop,"[{'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}]"
PBSummon,"[{'delay': '30'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '60'}]"
PBRollingAttackPrep,"[{'delay': '90'}, {'delay': '90'}]"
PBRollingAttack1,"[{'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}]"
PBRollingAttack2,"[{'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}]"
PBRollingAttackEnd,"[{'delay': '60'}, {'delay': '60'}]"
PBRollingAttackAir,"[{'delay': '30'}, {'delay': '30'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '30'}, {'delay': '30'}]"
PBOgoStickPrep,"[{'delay': '30'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}]"
PBOgoStickKeydown,"[{'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}]"
PBOgoStickGaugeMax,"[{'delay': '90'}, {'delay': '90'}]"
PBOgoStick_sky_repeat,[{'delay': '60'}]
PBOgoStickEnd,"[{'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}]"
PBOgoStickAttackafter,"[{'delay': '60'}, {'delay': '60'}, {'delay': '60'}]"
PBYoyo1,"[{'delay': '-90'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '120'}, {'delay': '120'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}]"
PBYoyo2,"[{'delay': '-90'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '120'}, {'delay': '120'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}]"
PBPinkGenesis,"[{'delay': '-90'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '90'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}]"
PBMusic1,"[{'delay': '-90'}, {'delay': '-90'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}]"
PBMusic2,"[{'delay': '-120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}]"
PBMusic3,"[{'delay': '-120'}, {'delay': '-120'}, {'delay': '-120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}, {'delay': '120'}]"
PBCheer,"[{'delay': '-30'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '60'}, {'delay': '60'}]"
PBRelaxA,"[{'delay': '-90'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}]"
PBRelaxB,"[{'delay': '-30'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}]"
PBRelaxC,"[{'delay': '-60'}, {'delay': '-60'}, {'delay': '-60'}, {'delay': '-60'}, {'delay': '-60'}, {'delay': '-60'}, {'delay': '-60'}, {'delay': '-60'}, {'delay': '-60'}, {'delay': '-60'}, {'delay': '-60'}, {'delay': '-60'}, {'delay': '-60'}, {'delay': '-60'}, {'delay': '-60'}, {'delay': '-60'}, {'delay': '-60'}, {'delay': '-60'}, {'delay': '-60'}, {'delay': '-60'}, {'delay': '-60'}, {'delay': '-60'}, {'delay': '-60'}, {'delay': '-60'}, {'delay': '-60'}, {'delay': '-60'}, {'delay': '-60'}, {'delay': '-60'}, {'delay': '-60'}, {'delay': '-60'}, {'delay': '-60'}, {'delay': '-60'}, {'delay': '-60'}, {'delay': '-60'}, {'delay': '-60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}, {'delay': '60'}]"
PBRelaxD,"[{'delay': '-30'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '-90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}, {'delay': '90'}]"
